,n_estimators,max_samples,max_depth,bootstrap,rank,test_means,test_stds,train_means,train_stds
76,200,0.4,6,True,167,0.6152110414822942,0.0691729103691112,0.8614269938737369,0.019373739649360816
77,10,0.4,5,True,156,0.6452345842647211,0.05361660151803291,0.829044448073315,0.024671560055789604
78,180,0.9,5,True,11,0.7588222914617829,0.03236206617732011,0.9831998185212709,0.015097107368642542
79,370,1.0,2,True,162,0.6344840995090034,0.06488784364910707,0.7627155553272108,0.022773195828799817
80,200,0.7000000000000001,7,True,91,0.6889423627679852,0.06338946341481523,0.9881304870940995,0.011511596190505041
81,450,0.30000000000000004,2,True,98,0.6853541584091943,0.030038975824975205,0.8031746651148165,0.014649457866979413
82,480,0.6,7,True,146,0.6515012108867503,0.08082449968566176,0.9592856070071848,0.008382281462142677
83,410,0.4,3,True,33,0.7311556741850802,0.011393282730708172,0.8606853387535984,0.023452061525486265
84,390,0.8,4,True,6,0.7678570227384067,0.0400217767982983,0.9322613472453861,0.005704320635061042
85,10,0.7000000000000001,2,True,160,0.6363177531273345,0.059008568440136556,0.6962368132474268,0.06645298583400243
86,90,0.5,7,True,124,0.6689957667052371,0.0817096694314593,0.9157042739123099,0.018402617989623112
87,240,0.1,3,True,186,0.42909649818036,0.06820642778512293,0.5586386358438936,0.045782299572672436
88,40,1.0,6,True,27,0.7403826030233182,0.056611056160643165,0.9899703511456137,0.0034041035127734673
89,50,0.6,6,True,81,0.6981539103354084,0.05422672431298116,0.9419583055740498,0.010181570129238603
90,370,0.6,3,True,28,0.7377191137880832,0.03469492632515666,0.8874739646567272,0.011944593917043379
91,430,1.0,4,True,3,0.7689500217720588,0.04065097336747915,0.9394952923091691,0.017769052595139237
92,280,0.30000000000000004,2,True,102,0.6809919060782927,0.06287594143028065,0.7922546912185926,0.011427492777596995
93,160,0.9,2,True,150,0.6492887134513283,0.04414684805704751,0.7454527813164833,0.02751993849008984
94,400,0.2,4,True,170,0.5966695154967375,0.06643086684544787,0.7362837535867592,0.021044199593037025
95,20,1.0,2,True,76,0.7015361280644509,0.06184714596472301,0.7315510164074692,0.01463084966687268
96,150,0.4,6,True,134,0.6621065866203987,0.0676838749221314,0.8670614173761425,0.0101955686278493
97,480,0.1,5,True,195,0.37047185445457015,0.08341650269035938,0.4834207158708789,0.07438111579454332
98,470,0.6,4,True,20,0.7441325899332953,0.009207904463652434,0.9157062070908086,0.013283832824883228
99,290,0.2,4,True,172,0.5931272391745787,0.09262447313845606,0.7490348824318557,0.020939905042247967
100,270,0.7000000000000001,3,True,46,0.7222609139422113,0.05216092314976391,0.8867599729187864,0.016626814255859428
101,100,0.9,2,True,103,0.6808788812119829,0.07609045863775983,0.7529813111777531,0.017008378271741342
102,450,0.9,7,True,86,0.6903773332528231,0.051397535056772824,1.0,0.0
103,220,0.7000000000000001,3,True,48,0.721425041065061,0.06855138337890171,0.8871255549701724,0.01328812193477412
104,160,0.7000000000000001,3,True,85,0.6942164537351017,0.030218294846414022,0.8755197502401476,0.014482870061651968
105,140,0.5,3,True,67,0.707216871668644,0.058982131833787504,0.858088034065448,0.01836030847809958
106,90,0.8,3,True,51,0.7200594993764655,0.055436497774255585,0.8736190256378162,0.01424300279565398
107,190,0.2,7,True,174,0.5864936905891469,0.06527539421605243,0.6940022783891246,0.028403377038837392
108,480,0.30000000000000004,5,True,163,0.632863384063669,0.08574780907470163,0.8124354233335621,0.01584844493840586
109,130,0.1,4,True,188,0.42025065737334816,0.11267580310937622,0.502091285623417,0.036617788338722174
110,20,0.5,7,True,118,0.6704777811684044,0.07101610586012318,0.896033403069054,0.006162696245934619
111,130,0.30000000000000004,6,True,145,0.6525576369672358,0.07571336763764534,0.8027846322651564,0.015599580370509071
112,490,0.1,2,True,179,0.536014005435709,0.07449842667599328,0.625247895365406,0.032421242626736686
113,340,0.8,2,True,128,0.6656315798891879,0.045115443132777516,0.7661599418555886,0.024055847558206046
114,60,0.8,7,True,83,0.6964089182797324,0.07097886098351491,0.9865372197600859,0.004148230370564214
115,390,0.4,3,True,37,0.7262543235834605,0.04572848802100682,0.8693506084533732,0.015334217438132645
116,220,0.6,7,True,115,0.6706391554840657,0.07028145460880178,0.957507491202574,0.012298952715716174
117,50,1.0,7,True,108,0.6735435485919934,0.029935666775719308,1.0,0.0
118,240,0.1,5,True,193,0.37661416042861534,0.03658866618169769,0.4894332236835873,0.05102941471845505
119,80,1.0,6,True,45,0.7242548807565012,0.051804171692760644,0.9966688201486289,0.004079845438649862
120,30,0.6,6,True,109,0.6735119496427855,0.04426611868723853,0.940256012890268,0.015278060099253244
