Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std
svcrbf,99.91565448247572,99.91561174216989,99.91569715072698,99.83139422952073,0.1192423495640381,96.48263118994826,98.06635196017535,80.47703209327236,79.50992370528122,9.031903615848185,95.65217391304348,97.60707418664865,76.23031938821411,74.48251116264484,3.884160077974984
svclin,99.84817237135957,99.84798703493892,99.84835710736454,99.69671361629248,0.0753528201192647,94.78418329637842,97.09389050067016,74.5719378660555,71.72524959023772,7.63709363890696,93.81642512077296,96.53664988868222,71.12186552695566,67.86798780287718,2.5087734761980283
logistic,98.8192766965954,98.81633594918824,98.82219989626114,97.6402849708252,0.6201462856709621,94.660014781966,96.99027143125804,76.24513773120584,73.87658127301465,4.518368013789698,92.65700483091788,95.84189372787084,68.61774497032857,65.27961470588109,3.055805739392258
random,100.0,100.0,100.0,100.0,0.0,94.41980783444198,96.99063734662676,61.18461538461539,64.18013906804802,10.63013850762072,94.78260869565216,97.17055173655032,66.51256396986948,67.57921182408913,5.284897460360234
knn,91.83529123558635,91.10915066703464,92.45174872548832,84.80916929204187,0.2704957084268537,79.00073909830007,86.84684467579204,47.27763948158685,46.53869378057023,1.2909372098620868,74.97584541062801,83.97909898862949,42.33081561070176,40.57414780102637,3.910493394949444
xgb,100.0,100.0,100.0,100.0,0.0,93.93126385809312,96.62955909729412,69.0910910910911,66.5502992028492,6.685754606273111,91.88405797101449,95.47337149481923,60.75388026607538,56.28666096897227,2.8523421333724195
svcrbf,99.76385533931908,99.76314173136538,99.7645640068392,99.52912310992149,0.2756096572837215,96.719881744272,98.19972076549122,81.41521918941274,80.36619426525765,11.310319124538273,94.68599033816425,97.07882617857672,70.5957374378427,68.40142695609423,1.859969289776908
svclin,99.4600576546192,99.45739603449408,99.46269085080915,98.92449754524222,0.5784505933551028,93.80783444198076,96.53215409699314,70.66666666666666,67.68077439756817,11.031614657193415,91.78743961352656,95.4035037964364,61.30316818335018,56.91520264199217,5.547809229516898
logistic,98.49861560548744,98.49261241838624,98.50453742246248,97.00238949452157,0.2195702507658918,93.6858832224686,96.4529809188833,70.96157650880414,68.12059270475781,12.27007573625189,92.56038647342994,95.83130992607394,65.30949744238781,61.356193010615584,3.9284398002629706
random,100.0,100.0,100.0,100.0,0.0,94.53880266075387,97.04571497854246,63.84057971014494,65.68212897124097,4.931016247935168,94.4927536231884,97.02429119825536,63.05061179087876,65.46441068696188,5.508848096392761
knn,91.24475867098128,90.39163228132028,91.95734948982803,83.795626716724,1.9329105805862952,77.79157427937915,86.04627295252091,44.37329752768274,42.55269669736077,8.518851352214053,76.23188405797103,85.0024385930756,42.39246678173826,39.873132744054296,2.3564247991853016
xgb,100.0,100.0,100.0,100.0,0.0,94.65853658536584,97.04312940576928,72.05461682881037,69.70247682842003,11.609155395725264,93.62318840579712,96.47814536564437,66.18659050727595,63.15795886578125,5.678235445530063
svcrbf,99.7132081491272,99.71284997281276,99.71356245721924,99.42757606862996,0.3284262559231584,96.60088691796008,98.13683244788702,80.61083743842364,79.68347984707539,10.549067137591466,96.23188405797104,97.92819024522518,79.17977896925265,77.9682704350083,2.249063815482258
svclin,99.59519278975434,99.59404827970684,99.5963242043898,99.19309044201496,0.2997850080100922,94.05173688100518,96.66895778717668,72.10895880400524,69.22469848929538,10.46354108074844,94.39613526570048,96.87860569730104,72.45362256826229,69.570210336636,5.032817773706889
logistic,98.70109042431976,98.6933726098527,98.70870547243948,97.40991157171592,0.0926011971042821,93.6881005173688,96.45204573203816,71.25475093760227,68.36808794100722,6.325588353954038,93.91304347826087,96.55418656916808,73.90801412146728,71.30671001272921,2.697268047087925
random,100.0,100.0,100.0,100.0,0.0,94.65927568366592,97.11898887590355,63.2900432900433,66.24414714359776,7.889967835640463,93.14009661835748,96.30438311688312,52.27586206896551,54.66666498118148,9.18446826877586
knn,90.73899890615743,89.78533571658275,91.5288599729333,82.91982352486544,1.5357150098423995,76.69918699186992,85.25236266386655,44.14070248642745,42.72324326091782,6.521254314705892,74.58937198067633,83.64608997845815,42.8345272311466,41.98832390732466,4.863850522940791
xgb,100.0,100.0,100.0,100.0,0.0,93.20029563932002,96.21630933511604,66.189418620658,62.90101749349383,18.68411200787103,93.23671497584542,96.22981303622052,67.12520654023527,63.44782373401559,6.365544401828791
svcrbf,99.79761063761909,99.7973254219609,99.79789427062424,99.59590071570972,0.1503884839437083,96.6038433111604,98.1364016921748,80.843476879072,80.01905858220171,5.331917683312666,96.61835748792272,98.13700994098906,81.68990042674253,80.3770352004429,2.7704928492485057
svclin,99.62886263160291,99.62737655890535,99.63033650824546,99.2606609214918,0.2250821958116199,93.56984478935698,96.38289997449004,70.88838612368025,67.83037481390889,4.26626546102369,94.29951690821257,96.81111919264048,73.07321250887296,70.07552441450504,6.676120321646735
logistic,98.39754910897406,98.39281549477644,98.4022357519748,96.79816349308123,0.8683263326561828,94.0561714708056,96.64038729333942,74.04292765657877,71.61002422081597,6.594085959525505,93.04347826086958,96.05820245299353,70.32853578443641,67.29512440965388,2.3394635868209064
random,100.0,100.0,100.0,100.0,0.0,94.66075388026609,97.11729049714351,63.82006688963211,66.53715144816219,3.507049505084246,94.58937198067632,97.06805493379872,64.98655913978494,66.25592481534404,5.865476370815207
knn,90.7897885237683,89.84395761096377,91.57309616622896,83.0094443072661,1.7760387637445334,75.97856614929785,84.68645654722016,43.85533627428218,42.628441777811815,7.70399557088593,74.87922705314008,83.8158957486029,43.785877244262274,43.6656104042891,2.221978229329556
xgb,100.0,100.0,100.0,100.0,0.0,94.29711751662973,96.83460426291676,70.91316526610645,68.61098085600341,7.941578658786853,93.91304347826086,96.60754703079417,70.191159897246,67.11006882370111,2.90869165917504
svcrbf,99.89881956155143,99.89870559563862,99.89893309586613,99.79792263643996,0.1408353675925461,96.60236511456024,98.13455241725622,80.89084700744715,79.69510453498626,13.624146904514252,96.42512077294688,98.04216553762836,79.43296237413885,78.8132879646484,4.859549887260403
svclin,99.7301000410191,99.72918602005277,99.73100691322584,99.46200673940936,0.2998063326466364,93.44863266814488,96.33230511944838,69.19169943937746,65.91787404195203,15.1598035234567,94.0096618357488,96.69146383323486,68.22186556729949,65.35585325632485,6.617447074233552
logistic,99.02146666058977,99.0145269317857,99.02830076213353,98.05256681372234,0.7194988441610602,93.68957871396894,96.4444127653521,71.72905525846701,69.00092546644801,7.087769476982029,94.0096618357488,96.66014015480786,70.87021523710678,67.66296967476976,3.950003451231087
random,100.0,100.0,100.0,100.0,0.0,94.66371027346636,97.12551114731149,62.07392607392607,65.16735779302084,17.810805263445808,94.20289855072464,96.87332431344888,60.16666666666667,63.148235950367656,7.433535559467001
knn,91.49830796226244,90.7048704654502,92.16657970064676,84.22626772626509,1.0102005007042028,80.09830007390983,87.66150382854408,48.447879803812,47.67510874613523,3.9951290786808538,75.84541062801932,84.86079923198032,40.214302687853056,36.42450651932738,2.8706051610916457
xgb,100.0,100.0,100.0,100.0,0.0,93.81300813008131,96.55930191592526,68.99553881938851,66.04246296595763,11.53397051965102,93.6231884057971,96.47125577190094,66.76767676767676,63.57706118650916,5.631026642800044
svcrbf,99.83130896495146,99.83099533549812,99.83162134658949,99.6632414506014,0.1188426831247969,96.11973392461198,97.87187741160297,77.92207792207792,76.72420988522329,11.1833988224379,97.58454106280192,98.6609510974753,87.6829268292683,86.41779139945565,1.9623095524353495
svclin,99.44336516111387,99.44017461533988,99.44651878881128,98.89300109197724,0.1897164283693057,92.72062084257206,95.89771181192016,67.65745965745967,64.2247592830533,7.32822859300198,94.4927536231884,96.8772963964032,76.55539795114264,74.40475754246522,4.219019585101056
logistic,98.39766305090924,98.39124033017566,98.40401652851264,96.79971428157064,1.0991875852157456,91.75018477457502,95.31179138321995,65.47619047619048,62.03257536947086,12.083944864246416,93.23671497584542,96.15101928509378,72.10255271920089,69.54116641994673,3.0824562936143827
random,100.0,100.0,100.0,100.0,0.0,94.54101995565412,97.05796365495672,61.78461538461538,65.0829429237936,10.601485672623468,96.61835748792272,98.15352591597652,79.8501868741807,80.01191373177751,6.263637354991946
knn,90.78936124151132,89.8544738930668,91.56643542808858,82.99952380440656,0.3565700523473021,78.28159645232816,86.35053094632521,46.52828947440796,45.684207726700485,4.739441868664086,75.3623188405797,84.14518201150122,44.70810299317695,45.0793250486302,1.8445960694321248
xgb,100.0,100.0,100.0,100.0,0.0,94.54323725055433,96.988369107181,70.73633233026023,68.1554995884201,12.76231300375182,95.7487922705314,97.6157286524526,80.38562767706756,78.23717279338993,3.2492618002771394
